Date,Close,MOM_5,MOM_10,MOM_14,STCK,STCD,close_5_sma,close_5_ema,close_10_sma,close_10_ema,close_14_sma,close_14_ema,close_30_sma,close_30_ema,close_50_sma,close_50_ema,close_100_sma,close_100_ema,close_200_sma,close_200_ema,macd_26_13_19,macd_45_25_15,rsi_14,rsi_28,wr_14,wr_28,wr_50,wr_100,cci_14,cci_50,cci_100
2018-01-02,21.368668,0.0,0.0,0.0,0.0,0.0,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,0.0,0.0,0.0,0.0,-14.221370737457104,-14.221370737457104,-14.221370737457104,-14.221370737457104,0.0,0.0,0.0
2018-01-03,21.15,0.0,0.0,0.0,0.0,0.0,21.259334,21.237467199999998,21.259334,21.2484006,21.259334,21.25152442857143,21.259334,21.255689533333335,21.259334,21.25714732,21.259334,21.258240660000002,21.259334,21.258787329999997,-0.004906012820509176,-0.004906012820509176,0.0,0.0,-56.14032871648161,-56.14032871648161,-56.14032871648161,-56.14032871648161,66.66666666666909,66.66666666666909,66.66666666666909
2018-01-04,20.974667,0.0,0.0,0.0,0.0,0.0,21.164445,21.112982894736838,21.164445,21.13836151162791,21.164445,21.145763950764007,21.164445,21.155703359866717,21.164445,21.15919620517265,21.164445,21.16181937718743,21.164445,21.16313191502571,-0.011688299950940007,-0.011688299950940007,0.0,0.0,-54.3178166945666,-54.3178166945666,-54.3178166945666,-54.3178166945666,-99.9999999999993,-99.9999999999993,-99.9999999999993
2018-01-05,21.105333,0.0,0.0,0.0,0.0,0.0,21.149667,21.109805246153844,21.149667,21.12748008861386,21.149667,21.133394982414796,21.149667,21.141824490177584,21.149667,21.14491190283487,21.149667,21.147271339265576,21.149667,21.1484647214819,-0.009768920376700407,-0.009768920376700407,27.107971107254826,25.97398582785165,-44.30251773636728,-44.30251773636728,-44.30251773636728,-44.30251773636728,-32.2728420865641,-32.2728420865641,-32.2728420865641
2018-01-08,22.427334,0.0,0.0,0.0,0.0,0.0,21.405200400000002,21.615586426540283,21.405200400000002,21.50063279378836,21.405200400000002,21.470981692260917,21.405200400000002,21.434309027141413,21.405200400000002,21.422316954050174,21.405200400000002,21.413625735415938,21.405200400000002,21.40937950265306,0.04408516441360533,0.04408516441360533,81.56309982214181,80.12843441144456,-1.946363718164546,-1.946363718164546,-1.946363718164546,-1.946363718164546,161.63594518423218,161.63594518423218,161.63594518423218
2018-01-09,22.246,0.8773319999999991,0.0,0.0,0.0,0.0,21.5806668,21.845948078195487,21.545333666666664,21.694230403580303,21.545333666666664,21.650307111327926,21.545333666666664,21.593103579856226,21.545333666666664,21.573683880422053,21.545333666666664,21.559382767867955,21.545333666666664,21.552325292630826,0.06787617030859394,0.06787617030859394,73.45679606277304,72.57603837895903,-15.428727743412917,-15.428727743412917,-15.428727743412917,-15.428727743412917,118.13769632992364,118.13769632992364,118.13769632992364
2018-01-10,22.32,1.1700000000000017,0.0,0.0,0.0,0.0,21.814666799999998,22.0137887051967,21.65600028571429,21.845015738548213,21.65600028571429,21.791425602127998,21.65600028571429,21.718825051266634,21.65600028571429,21.69351176239101,21.65600028571429,21.67466948088176,21.65600028571429,21.665310419707183,0.08531675545164674,0.08531675545164674,74.56763981760469,73.62797208291946,-12.077275432314737,-12.077275432314737,-12.077275432314737,-12.077275432314737,91.81141314141152,91.81141314141152,91.81141314141152
2018-01-11,22.530001,1.5553339999999984,0.0,0.0,0.0,0.0,22.125733599999997,22.19284600713719,21.765250375,22.0008531866592,21.765250375,21.935880074305246,21.765250375,21.845397636267947,21.765250375,21.813284165308126,21.765250375,21.789218183698523,21.765250375,21.777217399889924,0.10562703050916511,0.10562703050916511,77.451602536403,76.3030395052979,-17.53126599237546,-17.53126599237546,-17.53126599237546,-17.53126599237546,103.08794479208429,103.08794479208429,103.08794479208429
2018-01-12,22.414667,1.3093339999999998,0.0,0.0,0.0,0.0,22.3876004,22.26876106290752,21.837407777777777,22.090884591331054,21.837407777777777,22.024035876888217,21.837407777777777,21.92677634269859,21.837407777777777,21.891283442140764,21.837407777777777,21.86440038586838,21.837407777777777,21.850911125040565,0.11236221418539927,0.11236221418539927,72.58348066733888,72.13558359261,-21.95245460800825,-21.95245460800825,-21.95245460800825,-21.95245460800825,77.18517137047483,77.18517137047483,77.18517137047483
2018-01-16,22.670668,0.24333400000000083,0.0,0.0,0.0,0.0,22.4362672,22.405094268298146,21.9207338,22.212671670681335,21.9207338,22.13734111867389,21.9207338,22.02538339372314,21.9207338,21.983981785580994,21.9207338,21.95247497570653,21.9207338,21.936624648418245,0.1286916736884436,0.1286916736884436,76.16462635175802,75.24749298020451,-12.563536400578066,-12.563536400578066,-12.563536400578066,-12.563536400578066,88.97721696241753,88.97721696241753,88.97721696241753
2018-01-17,23.143999,0.8979990000000022,1.7753310000000013,0.0,0.0,0.0,22.615867,22.654276647993424,22.0982669,22.40293020066111,22.03193972727273,22.306639428388003,22.03193972727273,22.164216112504167,22.03193972727273,22.111764639644534,22.03193972727273,22.071948787551047,22.03193972727273,22.051955908472255,0.16390378476590328,0.16390378476590328,81.08433384169786,79.61310909770175,-4.247475240633819,-4.247475240633819,-4.247475240633819,-4.247475240633819,112.35932462764278,112.35932462764278,112.35932462764278
2018-01-18,22.971333,0.651333000000001,1.8213330000000028,0.0,0.0,0.0,22.7461336,22.760782979880346,22.2804002,22.516496039676454,22.110222500000003,22.41466256575715,22.110222500000003,22.25875434138191,22.110222500000003,22.200179100863288,22.110222500000003,22.1554135884338,22.110222500000003,22.13285433736942,0.17800495241223047,0.17800495241223047,75.00269340732366,74.63348865559931,-16.580920205920215,-16.580920205920215,-16.580920205920215,-16.580920205920215,108.73635181508416,108.73635181508416,108.73635181508416
2018-01-19,23.334667,0.804666000000001,2.3599999999999994,0.0,0.0,0.0,22.907066800000003,22.953065646026086,22.5164002,22.677077841267852,22.204410538461538,22.559938238131732,22.204410538461538,22.378477629271803,22.204410538461538,22.309889218409833,22.204410538461538,22.257405433160883,22.204410538461538,22.230949443447603,0.2066255242479471,0.2066255242479471,78.63420002674232,77.67997855856805,-4.890637065637131,-4.890637065637131,-4.890637065637131,-4.890637065637131,103.2330695651707,103.2330695651707,103.2330695651707
2018-01-22,23.437332,1.022665,2.3319989999999997,0.0,87.97695492663226,0.0,23.1115998,23.115042614079055,22.749600100000002,22.824166763396335,22.292476357142856,22.695162332377826,22.292476357142856,22.491039363240766,22.292476357142856,22.412990847860474,22.292476357142856,22.35307558943168,22.292476357142856,22.32283210728065,0.2313148395818061,0.2313148395818061,79.53873858003503,78.43877126151332,-12.023045073367731,-12.023045073367731,-12.023045073367731,-12.023045073367731,122.68739386522586,122.68739386522586,122.68739386522586
2018-01-23,23.519333,0.8486650000000004,1.0919990000000013,2.150665,85.9357834438998,0.0,23.2813328,23.250114534158758,22.8588,22.957113391051355,22.446095285714282,22.81959706605814,22.3742668,22.595967482582974,22.3742668,22.509140810756303,22.3742668,22.442177323714162,22.3742668,22.408302827398412,0.2518490058125593,0.2518490058125593,80.25767045861095,79.0292886693646,-14.064216556100206,-14.064216556100206,-14.064216556100206,-14.064216556100206,118.40559481540987,119.25037508458149,119.25037508458149
2018-01-24,23.059334,-0.0846650000000011,0.8133340000000011,1.9093340000000012,73.3491578571497,82.42063207589392,23.2643998,23.186424057917716,22.9401334,22.976479953988,22.582476285714286,22.85516524679751,22.4170835,22.641539774410283,22.4170835,22.55478033635937,22.4170835,22.486802248479975,22.4170835,22.452114800467594,0.23636594896550633,0.23636594896550633,66.20474142157867,68.16820709500173,-26.650842142850294,-26.650842142850294,-26.650842142850294,-26.650842142850294,67.10672765784038,73.65392733399071,73.65392733399071
2018-01-25,22.509333,-0.46199999999999974,0.1893330000000013,1.5346660000000014,52.86598909979613,70.71697680028187,23.171999800000002,22.960497732603336,22.9590667,22.888646072733295,22.692095285714284,22.80461616219407,22.422509941176468,22.6289627183367,22.422509941176468,22.551168370573386,22.422509941176468,22.48835011479556,22.422509941176468,22.45575653327338,0.18758811233078987,0.18758811233078987,54.024352657604396,58.2431948558,-47.13401090020387,-41.700128465946904,-41.700128465946904,-41.700128465946904,6.664834600766522,30.87445526654423,30.87445526654423
