,Date,0,1,2
230,2018-11-29,-6.70055,-1.5980036,5.729785
231,2018-11-30,-8.042297,-2.8652182,3.4907205
232,2018-12-03,-7.8003807,-5.6606503,-0.56051266
233,2018-12-04,-8.1958885,-5.556834,0.021302238
234,2018-12-06,-8.83289,-5.349031,0.8241797
235,2018-12-07,-8.1096325,-5.192251,1.1775535
236,2018-12-10,-8.699282,-4.620297,2.1470835
237,2018-12-11,-8.698105,-5.091418,1.513433
238,2018-12-12,-8.700851,-4.995636,1.7323732
239,2018-12-13,-8.9343195,-5.727004,0.7986135
240,2018-12-14,-8.587134,-4.739214,2.154433
241,2018-12-17,-6.1794505,-0.77261543,5.912621
242,2018-12-18,-2.7821782,5.3971853,5.6795087
243,2018-12-19,-2.7780025,5.5482683,5.623985
244,2018-12-20,-2.6663084,7.2746344,5.02046
245,2018-12-21,-2.8944185,7.0975885,4.8423467
246,2018-12-24,-3.0281672,8.787116,3.6651704
247,2018-12-26,-4.895121,5.6269603,3.322884
248,2018-12-27,-4.9148507,5.906597,2.9164026
249,2018-12-28,-6.2384524,2.4856012,3.6362982
250,2018-12-31,-6.481438,2.2711203,3.7154672
251,2019-01-02,-4.185942,7.2876754,0.9289412
252,2019-01-03,-3.4644575,8.681662,0.21618696
253,2019-01-04,-5.308497,6.1177726,0.047281306
254,2019-01-07,-8.198276,1.6613519,0.12728652
255,2019-01-08,-8.647793,-0.032916036,-0.16975524
256,2019-01-09,-8.8229885,-0.6204806,-0.11928642
257,2019-01-10,-8.948473,-1.1414094,0.017588882
258,2019-01-11,-8.884713,-1.4303341,0.28524706
259,2019-01-14,-8.60293,-0.16410181,-0.035442
260,2019-01-15,-8.801514,-1.1082025,0.26844668
261,2019-01-16,-8.835017,-1.5722866,0.55109596
262,2019-01-17,-8.826707,-1.6077524,0.61112666
263,2019-01-18,-3.009567,9.220668,-0.20260562
264,2019-01-22,-2.986248,9.731821,-0.21432695
265,2019-01-23,-2.810821,10.685077,-0.3155385
266,2019-01-24,-2.865085,10.529347,-0.29272062
267,2019-01-25,-3.4776099,9.107246,-0.067003846
268,2019-01-28,-3.6126075,8.930085,-0.028067876
269,2019-01-29,-3.7998393,8.651295,0.024792746
270,2019-01-30,-6.2155786,5.6549506,-0.06935987
271,2019-01-31,-6.2821765,5.64633,-0.0556417
272,2019-02-01,-7.2250967,4.8943233,-0.28180236
273,2019-02-04,-7.3632207,4.8244915,-0.37241426
274,2019-02-05,-8.483101,1.896882,-0.50596625
275,2019-02-06,-8.655002,1.7571,-0.86044157
276,2019-02-07,-8.192765,4.1475134,-1.1530982
277,2019-02-08,-8.050261,4.918232,-0.9843459
278,2019-02-11,-9.070041,1.7414757,-1.572034
279,2019-02-12,-8.944449,1.9910002,-1.4402635
280,2019-02-13,-8.167246,4.512494,-0.91166556
281,2019-02-14,-6.580398,5.677243,0.718087
282,2019-02-15,-6.898499,5.237755,0.5688611
283,2019-02-19,-6.7001934,5.320752,0.83088285
284,2019-02-20,-4.867962,7.3934793,2.2773232
285,2019-02-21,-3.0620255,9.573181,3.5107074
286,2019-02-22,-3.3811612,9.219593,3.063821
287,2019-02-25,-5.1487684,7.5139065,1.9058033
288,2019-02-26,-4.8718386,7.901363,1.9679292
289,2019-02-27,-9.53549,1.6516416,-1.5595207
290,2019-02-28,-10.773226,-0.3020493,-1.8766311
291,2019-03-01,-6.1043797,7.315281,1.3819886
292,2019-03-04,-3.7840316,10.431951,1.7692497
293,2019-03-05,-3.120945,13.398912,0.68721503
294,2019-03-06,-3.703141,12.637332,0.60206974
295,2019-03-07,-4.694068,12.094403,0.19241233
296,2019-03-08,-6.207131,10.799591,-0.58535224
297,2019-03-11,-8.470369,8.441366,-0.9908011
298,2019-03-12,-7.852302,9.942698,-0.7153747
299,2019-03-13,-8.856525,8.226956,-1.1656641
300,2019-03-14,-9.540585,7.4638653,-1.2882583
301,2019-03-15,-6.7544813,11.664873,-0.5947384
302,2019-03-18,-5.456437,12.951146,-0.50050557
303,2019-03-19,-5.2405243,13.34895,-0.5791292
304,2019-03-20,-6.4479895,12.300373,-0.9333174
305,2019-03-21,-7.1848407,11.584356,-1.2092022
306,2019-03-22,-5.416019,13.183078,-0.43863428
307,2019-03-25,-4.087106,14.158061,-0.17285013
308,2019-03-26,-7.0917563,11.72815,-1.3352948
309,2019-03-27,-9.007672,9.053459,-1.8825488
310,2019-03-28,-9.980781,7.0622654,-2.3926528
311,2019-03-29,-10.150467,6.614444,-2.6139731
312,2019-04-01,-11.376761,2.0002565,-3.3495145
313,2019-04-02,-11.348385,2.0576117,-3.41628
314,2019-04-03,-11.845298,0.17391567,-3.3745198
