,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,2018-01-02,21.368668,0.0,0.0,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,21.368668,0.0,-14.221370737457104,-14.221370737457104,0.0,0.0
1,2018-01-03,21.15,0.0,0.0,21.259334,21.2374672,21.259334,21.2484006,21.259334,21.25152442857143,21.259334,21.25568953333333,21.259334,21.25714732,21.259334,21.25824066,21.259334,21.25878733,0.0,-56.14032871648161,-56.14032871648161,66.66666666666909,66.66666666666909
2,2018-01-04,20.974667,0.0,0.0,21.164445,21.11298289473684,21.164445,21.13836151162791,21.164445,21.145763950764007,21.164445,21.15570335986672,21.164445,21.15919620517265,21.164445,21.16181937718743,21.164445,21.16313191502571,0.0,-54.3178166945666,-54.3178166945666,-99.9999999999993,-99.9999999999993
3,2018-01-05,21.105333,0.0,0.0,21.149667,21.109805246153844,21.149667,21.12748008861386,21.149667,21.1333949824148,21.149667,21.141824490177584,21.149667,21.14491190283487,21.149667,21.147271339265576,21.149667,21.1484647214819,25.97398582785165,-44.30251773636728,-44.30251773636728,-32.2728420865641,-32.2728420865641
4,2018-01-08,22.427334,0.0,0.0,21.4052004,21.615586426540283,21.4052004,21.50063279378836,21.4052004,21.47098169226092,21.4052004,21.434309027141413,21.4052004,21.42231695405017,21.4052004,21.413625735415938,21.4052004,21.40937950265306,80.12843441144456,-1.946363718164546,-1.946363718164546,161.63594518423218,161.63594518423218
5,2018-01-09,22.246,0.0,0.0,21.5806668,21.845948078195487,21.545333666666664,21.694230403580303,21.545333666666664,21.65030711132793,21.545333666666664,21.593103579856223,21.545333666666664,21.573683880422053,21.545333666666664,21.559382767867955,21.545333666666664,21.552325292630822,72.57603837895903,-15.428727743412916,-15.428727743412916,118.13769632992364,118.13769632992364
6,2018-01-10,22.32,0.0,0.0,21.8146668,22.0137887051967,21.65600028571429,21.845015738548213,21.65600028571429,21.791425602128,21.65600028571429,21.718825051266634,21.65600028571429,21.69351176239101,21.65600028571429,21.67466948088176,21.65600028571429,21.665310419707183,73.62797208291946,-12.077275432314735,-12.077275432314735,91.81141314141152,91.81141314141152
7,2018-01-11,22.530001,0.0,0.0,22.1257336,22.19284600713719,21.765250375,22.0008531866592,21.765250375,21.93588007430525,21.765250375,21.845397636267947,21.765250375,21.81328416530813,21.765250375,21.789218183698523,21.765250375,21.777217399889924,76.3030395052979,-17.53126599237546,-17.53126599237546,103.08794479208429,103.08794479208429
8,2018-01-12,22.414667,0.0,0.0,22.3876004,22.26876106290752,21.837407777777777,22.09088459133105,21.837407777777777,22.024035876888217,21.837407777777777,21.92677634269859,21.837407777777777,21.891283442140764,21.837407777777777,21.86440038586838,21.837407777777777,21.850911125040565,72.13558359261,-21.95245460800825,-21.95245460800825,77.18517137047483,77.18517137047483
9,2018-01-16,22.670668,0.0,0.0,22.4362672,22.405094268298143,21.9207338,22.21267167068133,21.9207338,22.13734111867389,21.9207338,22.02538339372314,21.9207338,21.983981785580998,21.9207338,21.95247497570653,21.9207338,21.936624648418245,75.24749298020451,-12.563536400578066,-12.563536400578066,88.97721696241753,88.97721696241753
10,2018-01-17,23.143999,1.775331000000001,0.0,22.615867,22.654276647993424,22.0982669,22.40293020066111,22.03193972727273,22.306639428388003,22.03193972727273,22.164216112504167,22.03193972727273,22.111764639644534,22.03193972727273,22.071948787551047,22.03193972727273,22.05195590847225,79.61310909770175,-4.247475240633819,-4.247475240633819,112.35932462764278,112.35932462764278
11,2018-01-18,22.971333,1.8213330000000028,0.0,22.7461336,22.760782979880343,22.2804002,22.51649603967645,22.110222500000003,22.41466256575715,22.110222500000003,22.25875434138191,22.110222500000003,22.200179100863288,22.110222500000003,22.1554135884338,22.110222500000003,22.13285433736942,74.63348865559931,-16.580920205920215,-16.580920205920215,108.73635181508416,108.73635181508416
12,2018-01-19,23.334667,2.3599999999999994,0.0,22.907066800000003,22.953065646026086,22.5164002,22.67707784126785,22.204410538461534,22.55993823813173,22.204410538461534,22.378477629271803,22.204410538461534,22.309889218409836,22.204410538461534,22.257405433160883,22.204410538461534,22.230949443447603,77.67997855856805,-4.890637065637131,-4.890637065637131,103.2330695651707,103.2330695651707
13,2018-01-22,23.437332,2.331999,0.0,23.1115998,23.11504261407905,22.7496001,22.82416676339633,22.292476357142856,22.695162332377823,22.292476357142856,22.49103936324077,22.292476357142856,22.412990847860478,22.292476357142856,22.35307558943168,22.292476357142856,22.32283210728065,78.43877126151332,-12.023045073367731,-12.023045073367731,122.68739386522586,122.68739386522586
14,2018-01-23,23.519333,1.0919990000000013,2.150665,23.2813328,23.25011453415876,22.8588,22.957113391051355,22.44609528571428,22.81959706605814,22.3742668,22.59596748258297,22.3742668,22.509140810756303,22.3742668,22.44217732371416,22.3742668,22.40830282739841,79.0292886693646,-14.064216556100206,-14.064216556100206,118.40559481540988,119.25037508458148
15,2018-01-24,23.059334,0.8133340000000011,1.9093340000000008,23.2643998,23.18642405791772,22.9401334,22.976479953988,22.58247628571429,22.85516524679751,22.4170835,22.641539774410283,22.4170835,22.55478033635937,22.4170835,22.48680224847997,22.4170835,22.452114800467594,68.16820709500173,-26.65084214285029,-26.65084214285029,67.10672765784038,73.65392733399071
