,0
858,201.706665
859,190.946671
860,199.683334
861,201.710007
862,201.196671
863,199.593338
864,203.373337
865,203.296661
866,205.896667
867,199.786667
868,201.623337
869,205.53334
870,207.770004
871,206.943329
872,207.903336
873,218.856674
874,226.606674
875,223.956665
876,229.573334
877,226.919998
878,226.566666
879,225.973328
880,226.300003
881,219.860001
882,214.883331
883,217.603333
884,218.983337
885,228.566666
886,222.846664
887,217.793335
888,216.866669
889,214.740005
890,215.406662
891,220.166672
892,218.429993
893,216.419998
894,214.460007
895,219.206665
896,214.926666
897,215.660004
898,225.78334
899,229.066666
900,236.556671
901,236.580002
902,236.973328
903,238.210007
904,233.03334
905,237.919998
906,236.66333
907,235.940002
908,240.75
909,239.056671
910,228.723328
911,221.903336
912,229.66333
913,224.490005
914,226.753326
915,235.433334
916,236.16333
917,237.066666
918,233.720001
919,237.306671
920,243.636673
921,245.240005
922,244.696671
923,244.130005
924,244.523331
925,250.973328
926,251.289993
927,251.619995
928,245.42334
929,247.666672
930,248.16333
931,251.943329
932,252.330002
933,253.16333
934,243.389999
935,246.460007
936,250.646667
937,251.213333
938,258.130005
939,263.786682
940,259.186676
941,260.436676
942,258.493347
943,258.406677
944,260.51001
945,260.196655
946,260.916656
947,264.536682
948,261.829987
949,263.980011
950,268.573334
951,270.359985
952,272.773346
953,281.01001
954,290.036682
955,288.089996
956,288.600006
957,298.0
958,303.226654
959,341.619995
960,339.476654
961,345.953339
962,359.013336
963,371.333344
964,402.863342
965,390.666656
966,404.619995
967,409.970001
968,407.363342
969,387.646667
970,341.166656
971,355.983337
972,354.503326
973,344.473328
974,337.796661
975,351.57666
976,363.003326
977,365.459991
978,379.019989
979,385.623322
980,369.676666
981,372.0
982,360.640015
983,378.996674
984,381.58667
985,365.0
986,361.533325
987,338.323334
988,336.33667
989,350.583344
990,356.320007
991,334.600006
992,339.01001
993,322.136658
994,319.503326
995,325.329987
996,308.973328
997,310.856659
998,299.980011
999,312.843323
1000,336.290009
1001,355.666656
1002,364.646667
1003,362.823334
1004,362.063324
1005,356.779999
1006,352.26001
1007,399.926666
1008,383.196655
1009,362.706665
1010,354.899994
1011,342.320007
1012,352.706665
1013,354.799988
1014,368.73999
1015,343.853333
1016,349.869995
1017,343.503326
1018,331.883331
1019,332.089996
1020,314.633331
1021,310.0
1022,306.133331
1023,312.470001
1024,276.366669
1025,282.116669
1026,312.23999
1027,310.416656
1028,301.886658
1029,297.046661
1030,307.773346
1031,302.446655
1032,307.333344
1033,310.666656
1034,301.516663
1035,286.666656
1036,291.920013
1037,307.476654
1038,307.796661
1039,292.116669
1040,285.660004
1041,273.843323
1042,254.679993
1043,266.92334
1044,269.956665
1045,290.143341
1046,288.123322
1047,293.296661
1048,279.763336
1049,279.429993
1050,268.193329
1051,274.799988
1052,286.323334
1053,279.433319
1054,265.116669
1055,255.456665
1056,267.296661
1057,280.07666
1058,290.533325
1059,301.796661
1060,307.053345
1061,331.32666
1062,333.036682
1063,337.973328
1064,336.880005
1065,363.946655
1066,366.523346
1067,364.66333
1068,359.200012
1069,361.529999
1070,381.816681
1071,363.753326
1072,348.58667
1073,352.420013
1074,341.829987
1075,325.309998
1076,328.983337
1077,340.790009
1078,328.333344
1079,334.763336
1080,342.716675
1081,325.733337
1082,336.26001
1083,335.016663
1084,332.67334
1085,292.140015
1086,293.83667
1087,292.503326
1088,290.253326
1089,300.980011
1090,303.083344
1091,317.540009
1092,291.093323
1093,288.549988
1094,262.369995
1095,266.679993
1096,244.666672
1097,242.666672
1098,256.529999
1099,241.456665
1100,253.869995
1101,236.603333
1102,236.473328
1103,221.300003
1104,224.96666
1105,209.386673
1106,219.600006
1107,235.910004
1108,253.210007
1109,252.753326
1110,246.789993
1111,258.333344
1112,234.516663
1113,238.279999
1114,238.886673
1115,241.866669
1116,239.706665
1117,232.229996
1118,215.736664
1119,220.889999
1120,233.0
1121,213.100006
1122,216.759995
1123,237.036667
1124,236.08667
1125,235.070007
1126,245.706665
1127,244.919998
1128,232.66333
1129,228.490005
1130,224.473328
1131,227.263336
1132,233.066666
1133,231.733337
1134,244.543335
1135,250.763336
1136,234.343338
1137,233.070007
1138,237.039993
1139,238.313339
1140,240.066666
1141,240.546661
1142,245.529999
1143,247.5
1144,271.706665
1145,272.243347
1146,268.433319
1147,258.859985
1148,274.820007
1149,280.899994
1150,297.149994
1151,297.276672
1152,300.58667
1153,307.396667
1154,308.633331
1155,288.170013
1156,290.42334
1157,283.333344
1158,294.356659
1159,286.630005
1160,300.029999
1161,309.320007
1162,306.563324
1163,303.996674
1164,302.869995
1165,296.666656
1166,289.91333
1167,296.453339
1168,297.09668
1169,296.070007
1170,288.089996
1171,284.820007
1172,277.700012
1173,275.609985
1174,277.160004
1175,270.209991
1176,274.420013
1177,283.700012
1178,289.26001
1179,299.679993
1180,304.420013
1181,292.130005
1182,302.609985
1183,303.75
1184,303.350006
1185,309.070007
1186,308.730011
1187,300.799988
1188,288.589996
1189,275.329987
1190,276.01001
1191,282.940002
1192,287.809998
1193,268.209991
1194,265.25
1195,242.399994
1196,249.440002
1197,240.809998
1198,238.130005
1199,223.070007
1200,222.960007
1201,216.5
1202,217.240005
1203,221.720001
1204,204.990005
1205,219.350006
1206,220.190002
1207,222.039993
1208,207.279999
1209,214.440002
1210,211.25
1211,222.419998
1212,224.639999
1213,225.089996
1214,228.520004
1215,227.539993
1216,227.820007
1217,214.979996
1218,215.309998
1219,207.470001
1220,197.080002
1221,191.300003
1222,177.589996
1223,190.720001
1224,195.970001
1225,190.949997
1226,194.419998
1227,186.919998
1228,183.169998
1229,180.190002
1230,167.869995
1231,169.910004
1232,183.199997
1233,182.860001
1234,182.919998
1235,180.830002
1236,194.699997
1237,194.699997
1238,194.860001
1239,182.449997
1240,179.820007
1241,174.039993
1242,173.440002
1243,179.050003
1244,167.820007
1245,160.949997
1246,156.800003
1247,157.669998
1248,150.229996
1249,149.869995
1250,137.800003
1251,137.570007
1252,125.349998
1253,123.150002
1254,109.099998
1255,112.709999
1256,121.82
1257,123.18
1258,108.099998
