,0
845,124.970001
846,127.449997
847,126.269997
848,124.849998
849,124.690002
850,127.309998
851,125.43
852,127.099998
853,126.900002
854,126.849998
855,125.279999
856,124.610001
857,124.279999
858,125.059998
859,123.540001
860,125.889999
861,125.900002
862,126.739998
863,127.129997
864,126.110001
865,127.349998
866,130.479996
867,129.639999
868,130.149994
869,131.789993
870,130.460007
871,132.300003
872,133.979996
873,133.699997
874,133.410004
875,133.110001
876,134.779999
877,136.330002
878,136.960007
879,137.270004
880,139.960007
881,142.020004
882,144.570007
883,143.240005
884,145.110001
885,144.5
886,145.639999
887,149.149994
888,148.479996
889,146.389999
890,142.449997
891,146.149994
892,145.399994
893,146.800003
894,148.559998
895,148.990005
896,146.770004
897,144.979996
898,145.639999
899,145.860001
900,145.520004
901,147.360001
902,146.949997
903,147.059998
904,146.139999
905,146.089996
906,145.600006
907,145.860001
908,148.889999
909,149.100006
910,151.119995
911,150.190002
912,146.360001
913,146.699997
914,148.190002
915,149.710007
916,149.619995
917,148.360001
918,147.539993
919,148.600006
920,153.119995
921,151.830002
922,152.509995
923,153.649994
924,154.300003
925,156.690002
926,155.110001
927,154.070007
928,148.970001
929,149.550003
930,148.119995
931,149.029999
932,148.789993
933,146.059998
934,142.940002
935,143.429993
936,145.850006
937,146.830002
938,146.919998
939,145.369995
940,141.910004
941,142.830002
942,141.5
943,142.649994
944,139.139999
945,141.110001
946,142.0
947,143.289993
948,142.899994
949,142.809998
950,141.509995
951,140.910004
952,143.759995
953,144.839996
954,146.550003
955,148.759995
956,149.259995
957,149.479996
958,148.690002
959,148.639999
960,149.320007
961,148.850006
962,152.570007
963,149.800003
964,148.960007
965,150.020004
966,151.490005
967,150.960007
968,151.279999
969,150.440002
970,150.809998
971,147.919998
972,147.869995
973,149.990005
974,150.0
975,151.0
976,153.490005
977,157.869995
978,160.550003
979,161.020004
980,161.410004
981,161.940002
982,156.809998
983,160.240005
984,165.300003
985,164.770004
986,163.759995
987,161.839996
988,165.320007
989,171.179993
990,175.080002
991,174.559998
992,179.449997
993,175.740005
994,174.330002
995,179.300003
996,172.259995
997,171.139999
998,169.75
999,172.990005
1000,175.639999
1001,176.279999
1002,180.330002
1003,179.289993
1004,179.380005
1005,178.199997
1006,177.570007
1007,182.009995
1008,179.699997
1009,174.919998
1010,172.0
1011,172.169998
1012,172.190002
1013,175.080002
1014,175.529999
1015,172.190002
1016,173.070007
1017,169.800003
1018,166.229996
1019,164.509995
1020,162.410004
1021,161.619995
1022,159.779999
1023,159.690002
1024,159.220001
1025,170.330002
1026,174.779999
1027,174.610001
1028,175.839996
1029,172.899994
1030,172.389999
1031,171.660004
1032,174.830002
1033,176.279999
1034,172.119995
1035,168.639999
1036,168.880005
1037,172.789993
1038,172.550003
1039,168.880005
1040,167.300003
1041,164.320007
1042,160.070007
1043,162.740005
1044,164.850006
1045,165.119995
1046,163.199997
1047,166.559998
1048,166.229996
1049,163.169998
1050,159.300003
1051,157.440002
1052,162.949997
1053,158.520004
1054,154.729996
1055,150.619995
1056,155.089996
1057,159.589996
1058,160.619995
1059,163.979996
1060,165.380005
1061,168.820007
1062,170.210007
1063,174.070007
1064,174.720001
1065,175.600006
1066,178.960007
1067,177.770004
1068,174.610001
1069,174.309998
1070,178.440002
1071,175.059998
1072,171.830002
1073,172.139999
1074,170.089996
1075,165.75
1076,167.660004
1077,170.399994
1078,165.289993
1079,165.070007
1080,167.399994
1081,167.229996
1082,166.419998
1083,161.789993
1084,162.880005
1085,156.800003
1086,156.570007
1087,163.639999
1088,157.649994
1089,157.960007
1090,159.479996
1091,166.020004
1092,156.770004
1093,157.279999
1094,152.059998
1095,154.509995
1096,146.5
1097,142.559998
1098,147.110001
1099,145.539993
1100,149.240005
1101,140.820007
1102,137.350006
1103,137.589996
1104,143.110001
1105,140.360001
1106,140.520004
1107,143.779999
1108,149.639999
1109,148.839996
1110,148.710007
1111,151.210007
1112,145.380005
1113,146.139999
1114,148.710007
1115,147.960007
1116,142.639999
1117,137.130005
1118,131.880005
1119,132.759995
1120,135.429993
1121,130.059998
1122,131.559998
1123,135.869995
1124,135.350006
1125,138.270004
1126,141.660004
1127,141.660004
1128,137.440002
1129,139.229996
1130,136.720001
1131,138.929993
1132,141.559998
1133,142.919998
1134,146.350006
1135,147.039993
1136,144.869995
1137,145.860001
1138,145.490005
1139,148.470001
1140,150.169998
1141,147.070007
1142,151.0
1143,153.039993
1144,155.350006
1145,154.089996
1146,152.949997
1147,151.600006
1148,156.789993
1149,157.350006
1150,162.509995
1151,161.509995
1152,160.009995
1153,166.130005
1154,165.809998
1155,165.350006
1156,164.869995
1157,164.919998
1158,169.240005
1159,168.490005
1160,172.100006
1161,173.190002
1162,173.029999
1163,174.550003
1164,174.149994
1165,171.520004
1166,167.570007
1167,167.229996
1168,167.529999
1169,170.029999
1170,163.619995
1171,161.380005
1172,158.910004
1173,157.220001
1174,157.960007
1175,155.809998
1176,154.529999
1177,155.960007
1178,154.460007
1179,157.369995
1180,163.429993
1181,153.839996
1182,155.309998
1183,152.369995
1184,150.699997
1185,154.479996
1186,156.899994
1187,153.720001
1188,152.740005
1189,150.429993
1190,150.770004
1191,151.759995
1192,149.839996
1193,142.479996
1194,138.199997
1195,142.449997
1196,146.100006
1197,146.399994
1198,145.429993
1199,140.089996
1200,140.419998
1201,138.979996
1202,138.339996
1203,142.990005
1204,138.380005
1205,142.410004
1206,143.75
1207,143.860001
1208,143.389999
1209,147.270004
1210,149.449997
1211,152.339996
1212,149.350006
1213,144.800003
1214,155.740005
1215,153.339996
1216,150.649994
1217,145.029999
1218,138.880005
1219,138.380005
1220,138.919998
1221,139.5
1222,134.869995
1223,146.869995
1224,149.699997
1225,148.279999
1226,150.039993
1227,148.789993
1228,150.720001
1229,151.289993
1230,148.009995
1231,150.179993
1232,151.070007
1233,148.110001
1234,144.220001
1235,141.169998
1236,148.029999
1237,148.309998
1238,147.809998
1239,146.630005
1240,142.910004
1241,140.940002
1242,142.649994
1243,142.160004
1244,144.490005
1245,145.470001
1246,143.210007
1247,136.5
1248,134.509995
1249,132.369995
1250,132.300003
1251,135.449997
1252,132.229996
1253,131.860001
1254,130.029999
1255,126.040001
1256,129.610001
1257,129.929993
1258,125.07
