,Date,0,1,2,3,4
0,2018-01-02,-3.752374235734897,-2.7139639612493855,1.2534154349843514,-0.14944280792577033,-0.6599703634637184
1,2018-01-03,-3.8707020220566553,-2.458016437069318,1.0754957749046599,-0.03321871343944443,-0.8354416430083971
2,2018-01-04,-4.084696822636184,-2.0076008179367957,0.7909755342102058,0.14261540498386913,-0.6166758454908733
3,2018-01-05,-4.633119517347957,-0.8616082956490418,0.2539614489378508,0.7380355084555512,-0.27383360070195895
4,2018-01-08,-4.521106964079969,-1.0790176009621675,0.28686392906045477,0.5972745735213787,-0.3609261181890344
5,2018-01-09,-4.583973798570195,-0.9550589059960153,0.044102920809605,0.7353393054121975,-0.050250079816251604
6,2018-01-10,-4.536487805744808,-1.0257084887719725,-0.024330123553728353,0.5430444705807912,-0.061212613313161454
7,2018-01-11,-4.881268960180441,-0.3042516879424741,-0.35214784560201595,0.9284547311614796,0.17851904750856834
8,2018-01-12,-5.287464679438177,0.5436923636560599,-0.4287737668740738,1.399790554507318,0.38809920393247904
9,2018-01-16,-4.82929211913129,-0.34978590292401796,-0.04826131518553503,0.7532370632123184,-0.020666831664414256
10,2018-01-17,-5.39452044868456,0.8371129469096178,-0.4006791218277396,1.3468361180912605,0.3120328845427147
11,2018-01-18,-5.374324900106644,0.8329304770721933,-0.30036326755649384,1.2929788548701149,0.19893930502961035
12,2018-01-19,-5.125624899261829,0.3323755262890976,-0.16701576029790674,1.0162323333501946,0.22371059492493828
13,2018-01-22,-4.659753252339243,-0.6247663081063647,0.15515364514154084,0.5285528060389673,0.12095958029146398
14,2018-01-23,-4.580922588621754,-0.7822526693560111,0.3948221333711005,0.49974664847088196,-0.1215432869808321
15,2018-01-24,-3.6225540661172735,-2.7695912282177764,1.2141502220280787,-0.520691574488833,-0.5039154232682246
16,2018-01-25,-2.783101242354697,-4.524062791393068,1.6664973771913334,-1.3685282427542158,-0.8799214969829376
17,2018-01-26,-2.784153034271687,-4.5533450484852525,1.5828572329170172,-1.2357167939119087,-0.9533350993776305
18,2018-01-29,-2.2010071211819353,-5.790213687555973,1.4211446336953468,-1.7984375649643598,-0.9842263244635675
19,2018-01-30,-2.2010766819457825,-5.8421714258375586,1.0346563120985053,-1.7392730962425327,-0.7120240843539211
20,2018-01-31,-2.391787394024558,-5.47570645959044,0.855676926331242,-1.4659671470139268,-0.8069586756345132
21,2018-02-01,-2.519999549317663,-5.228231712030601,0.669581004659639,-1.3273502399656234,-0.891167871018565
22,2018-02-02,-1.6560304852600882,-7.1010471748070225,0.5689406401891911,-2.0894798389784395,-0.6208590928735446
23,2018-02-05,-1.396598058000434,-7.719356310871826,0.24130050095399988,-2.285379146754097,-0.4417576690708324
24,2018-02-06,-2.4325741466937703,-5.611905689504544,-0.1115857948247422,-1.1192282200097248,-0.33480387335295214
25,2018-02-07,-2.1679137296559747,-6.189595335425292,-0.08421210427663749,-1.403919621294583,-0.271417714428716
26,2018-02-08,-1.6529447151349281,-7.3092546518543795,-0.05415405156451308,-1.9580861066948223,-0.1863721178092039
27,2018-02-09,-1.9628682039502716,-6.704763145436331,-0.4738961086239561,-1.6745974162775585,-0.24987923817541194
28,2018-02-12,-2.968388516429027,-4.5875673069981895,-0.7619080734517991,-0.777603922384605,-0.5190958492734794
29,2018-02-13,-3.329063091513668,-3.8337772820436546,-0.9067252260322406,-0.46248659826925387,-0.0861518375958457
30,2018-02-14,-3.912390064847662,-2.585615401997804,-1.4139991990717249,-0.02846138600582407,-0.0050949454755662305
31,2018-02-15,-4.777726811350065,-0.7224452576726749,-1.7692348434215643,0.7092400133438272,-0.18493600975500324
32,2018-02-16,-4.768943173558608,-0.6671846165640074,-1.6477824107904155,0.409847262193937,-0.12345540158073227
33,2018-02-20,-4.668638102029563,-0.8423358866881915,-1.4735020214676458,0.22570266879057402,0.18116837997030125
34,2018-02-21,-4.508365398368751,-1.170182154343626,-1.2645056720106909,0.1959843277234495,0.2588869425552403
35,2018-02-22,-4.664028823335018,-0.8191459284018081,-1.227323078248438,0.2911923336862125,0.357693039087098
36,2018-02-23,-5.026814353913664,-0.010104632397021685,-1.1361122673175672,0.44231211874698934,0.5479474945752923
37,2018-02-26,-5.378825231173078,0.7894322504660394,-0.8680438664971186,0.6458301680612119,0.35043994108365706
38,2018-02-27,-5.250214145226056,0.5423683385528298,-0.6568918482767125,0.7035473685406229,0.29385375209289455
39,2018-02-28,-5.187682885046016,0.453986079941913,-0.5925444941997289,0.5740460555754556,0.2721003587034517
40,2018-03-01,-4.7172751233415005,-0.5142806322236538,-0.4954635641658027,0.09116690583425921,0.44131433999160724
41,2018-03-02,-4.713196639315398,-0.5311085786231311,-0.29742752703822245,0.23664149548884653,0.5180725679031043
42,2018-03-05,-4.753012854144407,-0.452561853985285,-0.10999349689819678,0.43392500952438134,0.52366372782247
43,2018-03-06,-4.736029558825116,-0.4765955714667906,-0.05360537006230907,0.4356853825280089,0.4446909532654949
44,2018-03-07,-4.253595737465201,-1.4762294493870078,0.5157267256181707,-0.053544415520383776,0.21020099357323632
45,2018-03-08,-4.501601188795715,-0.9595536738051234,0.3853403032777272,0.3284434714819729,-0.01838115451506132
46,2018-03-09,-5.101622989068811,0.2975779975648642,-0.17177495738522355,1.0467725228345548,0.18327649600800824
47,2018-03-12,-5.303179471011551,0.755043089989798,-0.268598100070514,1.2298785261023704,0.2085033098311996
48,2018-03-13,-4.8985184452875785,-0.05085561841736188,0.12892288588688677,0.7099006170749649,0.08793280082897134
49,2018-03-14,-4.478868083512351,-0.9100654072964216,0.5299034428810492,0.27561617504268393,-0.12059515984341662
50,2018-03-15,-4.441474683342221,-0.9831227824713507,0.6220642748097744,0.2997750681509987,-0.16947478123748677
51,2018-03-16,-4.24434114518987,-1.4073550490109268,0.857636351453285,0.23677216462980222,-0.11406903692046494
52,2018-03-19,-3.633909047391466,-2.6892139782052613,1.4083815057714373,-0.38054309030894273,-0.14421654208679008
53,2018-03-20,-3.610255280026464,-2.7447179257745047,1.4018262345712016,-0.37349217151956976,-0.3181726006980231
54,2018-03-21,-2.901732086721537,-4.229334903345837,1.8285722232941497,-1.1711228836287653,-0.4710705055352346
55,2018-03-22,-2.5369057114716385,-5.038332723934898,1.7085892438359063,-1.4089572181613976,-0.39529888980101857
56,2018-03-23,-2.0395982261602743,-6.143356948943762,1.4659661350826734,-1.7510346473047353,-0.30719696199406843
57,2018-03-26,-3.26048985289352,-3.6090306114024435,0.722904945253165,-0.4767970502498891,-0.3311863988863905
58,2018-03-27,-2.748547351952337,-4.6917146623986135,0.9317134439588133,-1.0425634602660234,-0.4268946631136091
59,2018-03-28,-2.4597194969092944,-5.321008621572599,0.8059415246492938,-1.3788494711788009,-0.5065671150219183
60,2018-03-29,-2.668935300985718,-4.9046328193182935,0.7308828682554168,-1.0720293416346136,-0.7361865389514699
61,2018-04-02,-2.496422587828458,-5.282076636958607,0.6119831023425552,-1.2659409462192652,-0.8311991038372885
62,2018-04-03,-2.7794209162485792,-4.714456080646797,0.49363965335715854,-0.9654519848330585,-0.4173764613382223
63,2018-04-04,-3.3552213476123467,-3.4955569060929266,0.06155008436343751,-0.4741871248156345,-0.4835420068221737
64,2018-04-05,-3.800296440588555,-2.5405180304108095,-0.2812552670593562,-0.11290729609444035,-0.5249749719568996
65,2018-04-06,-3.1137890164748727,-3.9751784137832273,0.05778174907493519,-0.8992622902184324,-0.459911430431468
66,2018-04-09,-3.472318804938003,-3.212891035086227,-0.30092410196227304,-0.6420920503810745,-0.46361528922782685
