,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2018-01-02,43.064999,42.6870004,42.86191485837185,43.22675,42.98495009679733,43.200535714285714,43.01327551523365,43.01483343333334,42.83357257470192,42.56385016,42.35831571263572,41.03290014,41.2119681467565,39.018837465,39.85272759156301,51.90843597341932,54.41513784943755,-45.99632699775821
1,2018-01-03,43.057499,42.76999980000001,42.9271095722479,43.121999900000006,42.99814080647055,43.21,43.01917197986917,43.032166800000006,42.84801944152932,42.64375014,42.38573576769161,41.07517511,41.24874665300496,39.05729995,39.8873758526232,51.823304354796,54.37195434254296,-46.27565691879724
2,2018-01-04,43.2575,42.8914994,43.037239714831934,43.084250100000006,43.0452970234759,43.22357135714286,43.05094904921994,43.0575835,42.87443754323759,42.72805013999999,42.41992392118645,41.11405012,41.288772864240926,39.098787455,39.923780466271225,53.99029951054328,55.35182125624916,-38.82682178043396
3,2018-01-05,43.75,43.0874994,43.27482647655463,43.1004999,43.17342483738937,43.27321421428572,43.14415584265728,43.0730835,42.93092544599775,42.8175501,42.47208570364881,41.1519251,41.33780894498087,39.140762455,39.96507671370658,58.89360622729506,57.67306315530736,-20.48415696553848
4,2018-01-08,43.587502,43.3435,43.37905165103641,43.084000200000006,43.24871159422767,43.28000007142857,43.20326866363631,43.06800016666666,42.973285225305546,42.90725012,42.51582907926061,41.1838001,41.38262509896306,39.182549965,40.00414049766244,56.74482412807364,56.66504593684029,-26.53623076673822
5,2018-01-09,43.5825,43.447000200000005,43.44686776735761,43.0670003,43.30940039527718,43.242678642857136,43.25383284181813,43.06266683333333,43.01258940573313,42.9918501,42.55766074483019,41.21725011,41.42644360945378,39.224662465,40.042696939993775,56.67627437829067,56.63344806228876,-26.72252520207642
6,2018-01-10,43.572498,43.55,43.48874451157175,43.1599999,43.3572363234086,43.23821435714286,43.296321529575714,43.06433346666667,43.04871254206373,43.04805004,42.5974595944973,41.25832509,41.46918510260783,39.26642495,40.08069883222489,56.52921915589012,56.56803700579958,-27.095039584774057
7,2018-01-11,43.82,43.6625,43.5991630077145,43.2769997,43.44137517369794,43.25482135714286,43.36614532563229,43.08275006666667,43.0984730247887,43.09085003999999,42.64540387200957,41.30277509,41.51599931786756,39.305774945,40.12092339197215,59.34058176470849,57.81826362814208,-17.877077702507634
8,2018-01-12,44.272499,43.7669998,43.82360833847633,43.4272496,43.59248859666195,43.29196421428572,43.48699248221465,43.14616673333333,43.17421663832513,43.13110006,42.709213463280406,41.35247506,41.57088620455357,39.346987445,40.16554687602408,63.93310885371926,60.00128745035078,-2.477102735488242
9,2018-01-16,44.047501,43.8589996,43.89823922565089,43.6012498,43.6752181245416,43.31303578571429,43.5617269512527,43.18233336666666,43.23055756643826,43.177600080000005,42.7616968599033,41.39350007,41.62019466235933,39.38731246,40.20723903222055,60.28675990818994,58.44169149460773,-24.748630934961128
10,2018-01-17,44.775002,44.0975,44.19049348376726,43.7722501,43.8751788291704,43.46535721428571,43.723496957752346,43.24941673333333,43.33019914536719,43.23255012,42.840652217625184,41.4413001,41.68299891531771,39.431612465,40.25625805746254,66.86688679688704,61.773395835992325,-2.242785610385404
11,2018-01-18,44.814999,44.3460002,44.39866198917817,43.9480001,44.04605522386669,43.61999985714285,43.869030563385365,43.32825,43.4259926866872,43.2663501,42.918079668568986,41.49127508,41.7453425563996,39.476062465,40.30514207116859,67.18877121148373,61.94732877339513,-7.427151296691377
12,2018-01-19,44.615002,44.5050006,44.470775326118776,44.083750300000005,44.14950009225456,43.75178571428571,43.968493421600655,43.401750066666665,43.50270296669701,43.28740014,42.98462736569338,41.5377751,41.802458302672335,39.51817497,40.35132160739802,63.84859194859468,60.51941763088656,-14.500421573232222
13,2018-01-22,44.25,44.5005008,44.39718355074584,44.1337503,44.16777280275373,43.890535785714285,44.0060276320539,43.468333433333335,43.550915679541085,43.29835016,43.0342510566184,41.57660010000001,41.85116756881979,39.559399965,40.393063475731566,58.16537713754465,57.98956915074356,-27.40940419536104
14,2018-01-23,44.259998,44.5430002,44.35145503383057,44.2009999,44.18454102043487,43.97589285714285,44.039890347780045,43.53266663333333,43.596662926926,43.302350100000005,43.08232071331162,41.61192507,41.89910166947922,39.601124950000006,40.4344341791631,58.27493469571044,58.03939488055293,-28.12512637858345
15,2018-01-24,43.555,44.2989998,44.08597002255371,44.1982499,44.07007901671944,44.01142864285714,43.97523830140938,43.57308333333334,43.59397499610691,43.29405008,43.100857581674944,41.63910005,41.93204972190393,39.639724955,40.46779483348584,48.60828055145124,53.40741061881729,-54.044151438123954
16,2018-01-25,42.7775,43.8915,43.64981334836914,44.1187501,43.83506465004318,43.97714292857143,43.81553986122146,43.56008333333333,43.54129918899584,43.27625008,43.08817661236722,41.65687505,41.94887036972812,39.674649955,40.49246865144899,40.60803132295279,48.94038577752317,-82.62868924361072
17,2018-01-26,42.877499,43.5439994,43.3923752322461,44.0245,43.66096180458078,43.91482142857143,43.69046774639193,43.5585,43.49847336965836,43.263950060000006,43.07991457004724,41.67552503000001,41.967344164166114,39.711999945,40.51792849614065,41.931798402215534,49.503719514795584,-78.9522581233396
18,2018-01-29,41.990002,43.0919998,42.92491748816406,43.7962503,43.35715093102064,43.800714285714285,43.46373898020634,43.522583366666666,43.40115263465968,43.24705012,43.037172029962,41.69022505,41.96779486946318,39.744699950000005,40.53363128384602,34.56783032904836,44.9403066018164,-93.16960859554884
