,Date,Close,MOM_5,MOM_10,MOM_14,STCK,STCD,close_5_sma,close_5_ema,close_10_sma,close_10_ema,close_14_sma,close_14_ema,close_30_sma,close_30_ema,close_50_sma,close_50_ema,close_100_sma,close_100_ema,close_200_sma,close_200_ema,macd_26_13_19,macd_45_25_15,rsi_14,rsi_28,wr_14,wr_28,wr_50,wr_100,cci_14,cci_50,cci_100
251,2018-01-02,43.064999,-0.6875,-0.4275009999999994,-0.1025009999999966,38.09520706526673,23.51889661406899,42.6870004,42.86191485837185,43.22675,42.98495009679733,43.200535714285714,43.01327551523365,43.01483343333334,42.83357257470192,42.56385016,42.35831571263572,41.03290014,41.2119681467565,39.018837465,39.85272759156301,0.0967441771388948,0.0967441771388948,51.90843597341932,54.41513784943755,-61.90479293473328,-45.99632699775821,-22.526228007743907,-17.617694042138083,-56.549719346599176,20.849926373617308,70.14121832495451
252,2018-01-03,43.057499,0.4149969999999996,-1.047500999999997,0.1325000000000002,37.71926702720153,27.015461997225863,42.76999980000001,42.9271095722479,43.121999900000006,42.99814080647055,43.21,43.01917197986917,43.032166800000006,42.84801944152932,42.64375014,42.38573576769161,41.07517511,41.24874665300496,39.05729995,39.8873758526232,0.0937788975922799,0.0937788975922799,51.823304354796,54.37195434254296,-62.28073297279847,-46.27565691879724,-22.663026963256527,-17.724684086928402,3.3320187716334884,49.13998506784968,84.18690760447758
253,2018-01-04,43.2575,0.6074979999999996,-0.3774980000000028,0.1899990000000002,47.744384834278144,41.18628630891544,42.8914994,43.037239714831934,43.084250100000006,43.0452970234759,43.22357135714286,43.05094904921994,43.0575835,42.87443754323759,42.72805013999999,42.41992392118645,41.11405012,41.288772864240926,39.098787455,39.923780466271225,0.1063414631686896,0.1063414631686896,53.99029951054328,55.35182125624916,-52.255615165721856,-38.82682178043396,-19.01503657639272,-14.871601960514097,0.511805412424457,45.578459911851255,81.80983143398763
254,2018-01-05,43.75,0.9799999999999968,0.1624979999999993,0.6950000000000003,72.43111400055841,52.63158862067934,43.0874994,43.27482647655463,43.1004999,43.17342483738937,43.27321421428572,43.14415584265728,43.0730835,42.93092544599775,42.8175501,42.47208570364881,41.1519251,41.33780894498087,39.140762455,39.96507671370658,0.154259809727435,0.154259809727435,58.89360622729506,57.67306315530736,-27.56888599944159,-20.48415696553848,-10.031905164397685,-7.845922352616926,56.357003774373055,80.21591666117251,95.10041740767905
255,2018-01-08,43.587502,1.280003000000001,-0.1649969999999996,0.0950020000000009,64.28584675982299,61.48711519821982,43.3435,43.37905165103641,43.084000200000006,43.24871159422767,43.28000007142857,43.20326866363631,43.06800016666666,42.973285225305546,42.90725012,42.51582907926061,41.1838001,41.38262509896306,39.182549965,40.00414049766244,0.1770819239034367,0.1770819239034367,56.74482412807364,56.66504593684029,-35.71415324017701,-26.53623076673822,-13.956848963143756,-10.16401145906174,56.80045761113541,82.91143433645844,94.32298468400244
256,2018-01-09,43.5825,0.5175010000000029,-0.1699989999999971,-0.5224999999999937,75.14701461940335,70.62132512659488,43.447000200000005,43.44686776735761,43.0670003,43.30940039527718,43.242678642857136,43.25383284181813,43.06266683333333,43.01258940573313,42.9918501,42.55766074483019,41.21725011,41.42644360945378,39.224662465,40.042696939993775,0.1925454501218055,0.1925454501218055,56.67627437829067,56.63344806228876,-24.85298538059665,-26.72252520207642,-15.513491891891816,-10.235366686267188,52.33723726492125,71.55480613624788,88.83844084494184
257,2018-01-10,43.572498,0.5149990000000031,0.9299960000000028,-0.0625,74.55866202431663,71.33050780118096,43.55,43.48874451157175,43.1599999,43.3572363234086,43.23821435714286,43.296321529575714,43.06433346666667,43.04871254206373,43.04805004,42.5974595944973,41.25832509,41.46918510260783,39.26642495,40.08069883222489,0.2016686179559457,0.2016686179559457,56.52921915589012,56.56803700579958,-25.44133797568336,-27.095039584774057,-21.5875731713866,-10.378048609999553,39.95212582291048,56.97423727442289,83.28036528465148
258,2018-01-11,43.82,0.5625,1.1699979999999996,0.2324979999999996,89.11759463670906,79.60775709347631,43.6625,43.5991630077145,43.2769997,43.44137517369794,43.25482135714286,43.36614532563229,43.08275006666667,43.0984730247887,43.09085003999999,42.64540387200957,41.30277509,41.51599931786756,39.305774945,40.12092339197215,0.2262619304005184,0.2262619304005184,59.34058176470849,57.81826362814208,-10.882405363290946,-17.877077702507634,-16.107354398441057,-6.847348601240673,85.16954424652542,93.73182958129814,92.7495736201228
259,2018-01-12,44.272499,0.5224990000000034,1.5024990000000005,0.5200000000000031,96.68299754299755,86.78641806800772,43.7669998,43.82360833847633,43.4272496,43.59248859666195,43.29196421428572,43.48699248221465,43.14616673333333,43.17421663832513,43.13110006,42.709213463280406,41.35247506,41.57088620455357,39.346987445,40.16554687602408,0.2790484978540704,0.2790484978540704,63.93310885371926,60.00128745035078,-3.3170024570024528,-2.477102735488242,-2.2351324503311245,-0.95746112871789,134.94720172670614,141.9920248713708,105.55696277114951
260,2018-01-16,44.047501,0.4599989999999962,1.740001999999997,0.2950019999999966,68.53494591937067,84.7785126996924,43.8589996,43.89823922565089,43.6012498,43.6752181245416,43.31303578571429,43.5617269512527,43.18233336666666,43.23055756643826,43.177600080000005,42.7616968599033,41.39350007,41.62019466235933,39.38731246,40.20723903222055,0.2992768969102357,0.2992768969102357,60.28675990818994,58.44169149460773,-31.46505408062933,-24.748630934961128,-22.678922749822835,-10.585499250479552,136.68372987385143,155.1560982970823,108.17948537296786
261,2018-01-17,44.775002,1.1925019999999975,1.7100030000000004,2.1325000000000003,97.14855457227154,87.4554993448799,44.0975,44.19049348376726,43.7722501,43.8751788291704,43.46535721428571,43.723496957752346,43.24941673333333,43.33019914536719,43.23255012,42.840652217625184,41.4413001,41.68299891531771,39.431612465,40.25625805746254,0.369749062492211,0.369749062492211,66.86688679688704,61.773395835992325,-2.851445427728458,-2.242785610385404,-2.242785610385404,-0.9592856049335362,133.9467217800513,168.09964733604653,110.95269288651647
262,2018-01-18,44.814999,1.2425009999999972,1.7575000000000005,2.164997,92.27930714756826,85.98760254640347,44.3460002,44.39866198917817,43.9480001,44.04605522386669,43.61999985714285,43.869030563385365,43.32825,43.4259926866872,43.2663501,42.918079668568986,41.49127508,41.7453425563996,39.476062465,40.30514207116859,0.423939276972689,0.423939276972689,67.18877121148373,61.94732877339513,-7.720692852431737,-7.427151296691377,-6.158445747800591,-2.71497056044337,154.87952443074946,198.86113557672925,121.03757308166831
263,2018-01-19,44.615002,0.7950019999999967,1.3575019999999969,1.8450019999999936,84.92648167170452,91.45144779718142,44.5050006,44.470775326118776,44.083750300000005,44.14950009225456,43.75178571428571,43.968493421600655,43.401750066666665,43.50270296669701,43.28740014,42.98462736569338,41.5377751,41.802458302672335,39.51817497,40.35132160739802,0.4456106042700796,0.4456106042700796,63.84859194859468,60.51941763088656,-15.073518328295476,-14.500421573232222,-12.02346041055728,-5.300581085897772,110.48550995878576,165.20547038112113,112.13749405807634
264,2018-01-22,44.25,-0.0224990000000033,0.5,1.942501,71.40217187951451,82.86932023292907,44.5005008,44.39718355074584,44.1337503,44.16777280275373,43.890535785714285,44.0060276320539,43.468333433333335,43.550915679541085,43.29835016,43.0342510566184,41.57660010000001,41.85116756881979,39.559399965,40.393063475731566,0.4283944122541427,0.4283944122541427,58.16537713754465,57.98956915074356,-28.59782812048549,-27.40940419536104,-22.72733137829912,-10.019416933494906,56.69681940831955,119.49682973715971,97.9114324201146
265,2018-01-23,44.259998,0.2124970000000061,0.6724960000000024,1.1949990000000028,62.40766584766604,72.91210646629499,44.5430002,44.35145503383057,44.2009999,44.18454102043487,43.97589285714285,44.039890347780045,43.53266663333333,43.596662926926,43.302350100000005,43.08232071331162,41.61192507,41.89910166947922,39.601124950000006,40.4344341791631,0.4108215163738293,0.4108215163738293,58.27493469571044,58.03939488055293,-37.59233415233397,-28.12512637858345,-22.434134897360607,-9.890160324478266,66.86995673597252,134.65709888944082,101.54405744445704
